INSPECTION_NUMBER|ESTABLISHMENT_NAME|CITY|STATE|ZIP_CODE|SIC_CODE|NAICS_CODE|SAMPLING_NUMBER|OFFICE_ID|DATE_SAMPLED|DATE_REPORTED|EIGHT_HR_TWA_CALC|LAB_NUMBER|FIELD_NUMBER|SAMPLE_TYPE|BLANK_SAMPLE|TIME_SAMPLED|AIR_VOLUME_SAMPLED|SAMPLE_WEIGHT|IMIS_SUBSTANCE_CODE|SUBSTANCE|SAMPLE_RESULT|UNIT_OF_MEASUREMENT|QUALIFIER
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468281|521700|2025-Mar-14|2025-Apr-02|N|F55032|3-1B|P|N|190|9.5||0435|2-Butoxyethanol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468281|521700|2025-Mar-14|2025-Apr-02|N|F55033|3-1A|P|N|210|10.5||0460|n-Butyl Alcohol|0.904198|P|
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468281|521700|2025-Mar-14|2025-Apr-02|N|F55033|3-1A|P|N|210|10.5||1536|Isobutyl Alcohol|0.919868|P|
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468281|521700|2025-Mar-14|2025-Apr-02|N|F55033|3-1A|P|N|210|10.5||0435|2-Butoxyethanol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468287|521700|2025-Mar-14|2025-Apr-02|N|F55034|4-1A|P|N|209|10.45||0460|n-Butyl Alcohol|1.566466|P|
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468287|521700|2025-Mar-14|2025-Apr-02|N|F55034|4-1A|P|N|209|10.45||1536|Isobutyl Alcohol|1.616018|P|
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468287|521700|2025-Mar-14|2025-Apr-02|N|F55034|4-1A|P|N|209|10.45||0435|2-Butoxyethanol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468287|521700|2025-Mar-14|2025-Apr-02|N|F55035|4-1B|P|N|194|9.7||0460|n-Butyl Alcohol|1.670557|P|
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468287|521700|2025-Mar-14|2025-Apr-02|N|F55035|4-1B|P|N|194|9.7||1536|Isobutyl Alcohol|1.35825|P|
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468287|521700|2025-Mar-14|2025-Apr-02|N|F55035|4-1B|P|N|194|9.7||0435|2-Butoxyethanol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468287|521700|2025-Mar-14|2025-Apr-02|N|F55036|3199|P|Y||||0460|n-Butyl Alcohol|0|X|ND-BLK
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468287|521700|2025-Mar-14|2025-Apr-02|N|F55036|3199|P|Y||||1536|Isobutyl Alcohol|0|X|ND-BLK
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468287|521700|2025-Mar-14|2025-Apr-02|N|F55036|3199|P|Y||||0435|2-Butoxyethanol|0|X|ND-BLK
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468281|521700|2025-Mar-14|2025-Apr-02|N|F55032|3-1B|P|N|190|9.5||0460|n-Butyl Alcohol|1.602404|P|
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468279|521700|2025-Mar-14|2025-Apr-02|N|F55031|1-1B|P|N|199|9.95||0435|2-Butoxyethanol|2.33986|P|
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468279|521700|2025-Mar-14|2025-Apr-02|N|F55031|1-1B|P|N|199|9.95||1536|Isobutyl Alcohol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468279|521700|2025-Mar-14|2025-Apr-02|N|F55031|1-1B|P|N|199|9.95||0460|n-Butyl Alcohol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468279|521700|2025-Mar-14|2025-Apr-02|N|F55030|1-1A|P|N|222|11.1||0435|2-Butoxyethanol|1.929389|P|
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468279|521700|2025-Mar-14|2025-Apr-02|N|F55030|1-1A|P|N|222|11.1||1536|Isobutyl Alcohol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468279|521700|2025-Mar-14|2025-Apr-02|N|F55030|1-1A|P|N|222|11.1||0460|n-Butyl Alcohol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468293|521700|2025-Mar-14|2025-Apr-02|N|F55029|2-1B|P|N|195|9.75||0435|2-Butoxyethanol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468293|521700|2025-Mar-14|2025-Apr-02|N|F55029|2-1B|P|N|195|9.75||1536|Isobutyl Alcohol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468293|521700|2025-Mar-14|2025-Apr-02|N|F55029|2-1B|P|N|195|9.75||0460|n-Butyl Alcohol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468293|521700|2025-Mar-14|2025-Apr-02|N|F55028|2-1A|P|N|219|10.95||0435|2-Butoxyethanol|2.064115|P|
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468293|521700|2025-Mar-14|2025-Apr-02|N|F55028|2-1A|P|N|219|10.95||0460|n-Butyl Alcohol|0|P|ND
1804486|Cleveland Steel Container Corporation| PEOTONE|IL|60468||332439|468293|521700|2025-Mar-14|2025-Apr-02|N|F55028|2-1A|P|N|219|10.95||1536|Isobutyl Alcohol|0|P|ND
1812756|ACM Solutions Services LLC| GUTTENBERG|NJ|7093||562910|468670|214500|2025-Mar-21|2025-Apr-02|N|F55149|A-1|B|N||||9020|Asbestos (all forms)|0|%|ND
1812290|American Relics LLC| OSHKOSH|WI|54902||321912|468696|521100|2025-Mar-24|2025-Apr-02|N|F55148|BS-03|B|N||||9020|Asbestos (all forms)|0|%|ND
1812290|American Relics LLC| OSHKOSH|WI|54902||321912|468693|521100|2025-Mar-24|2025-Apr-02|N|F55146|BS-01|B|N||||9020|Asbestos (all forms)|0|%|ND
1812290|American Relics LLC| OSHKOSH|WI|54902||321912|468694|521100|2025-Mar-24|2025-Apr-02|N|F55147|BS-02|B|N||||9020|Asbestos (all forms)|0|%|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54857|MG-01|P|N|446|892||0685|Chromium, Metal and Insoluble Salts|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54857|MG-01|P|N|446|892||Z100|Zinc|1.8101|M|
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54857|MG-01|P|N|446|892||V125|Vanadium|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54857|MG-01|P|N|446|892||0230|Antimony and Compounds (as Sb)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54857|MG-01|P|N|446|892||1591|Lead, Inorganic (as Pb)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54857|MG-01|P|N|446|892||1840|Nickel, Metal and Insoluble compounds (as Ni)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54857|MG-01|P|N|446|892||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54857|MG-01|P|N|446|892||1620|Manganese Fume (as Mn)|0.00308|M|
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54857|MG-01|P|N|446|892||I200|Iron (as Fe)|0.10714|M|
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54857|MG-01|P|N|446|892||0731|Copper Fume (as Cu)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54857|MG-01|P|N|446|892||0720|Cobalt, Metal, Dust and Fume (as Co)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||C141|Cadmium|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||0685|Chromium, Metal and Insoluble Salts|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||Z100|Zinc|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||V125|Vanadium|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||0230|Antimony and Compounds (as Sb)|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||1591|Lead, Inorganic (as Pb)|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||1840|Nickel, Metal and Insoluble compounds (as Ni)|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||1620|Manganese Fume (as Mn)|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||I200|Iron (as Fe)|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||0731|Copper Fume (as Cu)|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467494|626600|2025-Mar-05|2025-Apr-02|N|F54858|MG-06|P|Y||||0720|Cobalt, Metal, Dust and Fume (as Co)|0|X|ND-BLK
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||C141|Cadmium|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||0685|Chromium, Metal and Insoluble Salts|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||Z100|Zinc|0.832|M|
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||V125|Vanadium|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||0230|Antimony and Compounds (as Sb)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||1591|Lead, Inorganic (as Pb)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||1840|Nickel, Metal and Insoluble compounds (as Ni)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||1620|Manganese Fume (as Mn)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||I200|Iron (as Fe)|0.14547|M|
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||0731|Copper Fume (as Cu)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467498|626600|2025-Mar-05|2025-Apr-02|N|F54854|MG-04|P|N|440|880||0720|Cobalt, Metal, Dust and Fume (as Co)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467496|626600|2025-Mar-05|2025-Apr-02|N|F54855|MG-03|P|N|441|882||C141|Cadmium|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467496|626600|2025-Mar-05|2025-Apr-02|N|F54855|MG-03|P|N|441|882||0685|Chromium, Metal and Insoluble Salts|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467496|626600|2025-Mar-05|2025-Apr-02|N|F54855|MG-03|P|N|441|882||Z100|Zinc|0.70866|M|
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467496|626600|2025-Mar-05|2025-Apr-02|N|F54855|MG-03|P|N|441|882||V125|Vanadium|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467496|626600|2025-Mar-05|2025-Apr-02|N|F54855|MG-03|P|N|441|882||0230|Antimony and Compounds (as Sb)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467496|626600|2025-Mar-05|2025-Apr-02|N|F54855|MG-03|P|N|441|882||1591|Lead, Inorganic (as Pb)|0|M|ND
1808518|Metalplate Galvanizing, L.P.| HOUSTON|TX|77013||332812|467496|626600|2025-Mar-05|2025-Apr-02|N|F54855|MG-03|P|N|441|882||1840|Nickel, Metal and Insoluble compounds (as Ni)|0|M|ND
